"Sl_No","Transmission_Type","Ownership","Fuel_Used","km_driven","Ex_Showroom_Price","On_road_Price","selling_price","Place_of_Origin","Complete_Info","Age","MRP"
"332",""" Manual""","""1st Owner""",""" Petrol""","5601","350000","","423999",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","420000"
"333",""" Manual""","""1st Owner""",""" Petrol""","4722","350000","","366999",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","420000"
"334",""" Manual""","""1st Owner""",""" Petrol""","19607","","755000.0","658699",""" Ahmedabad""",""" 2018 Maruti Baleno ZETA 1.2 K12 Manual""","4","755000"
"335",""" Manual""","""1st Owner""",""" Petrol""","60531","311000","","330699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"336",""" Manual""","""1st Owner""",""" Petrol""","23995","","755000.0","694299",""" Ahmedabad""",""" 2018 Maruti Baleno ZETA 1.2 K12 Manual""","4","755000"
"337",""" Manual""","""1st Owner""",""" Petrol""","10250","350000","","391999",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","420000"
"338",""" Manual""","""1st Owner""",""" Petrol""","34626","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"339",""" Manual""","""1st Owner""",""" Petrol""","60555","311000","","325699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"340",""" Manual""","""1st Owner""",""" Petrol""","12173","350000","","392399",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"341",""" Manual""","""2nd Owner""",""" Petrol""","62052","","772000.0","536999",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","772000"
"342",""" Manual""","""2nd Owner""",""" Petrol""","34014","1000000","","874199",""" Ahmedabad""",""" 2019 Hyundai Verna 1.6 SX VTVT Manual""","3","1200000"
"343",""" Manual""","""1st Owner""",""" Petrol""","84107","","949000.0","571299",""" Ahmedabad""",""" 2017 Maruti Baleno RS 1.0 PETROL Manual""","5","949000"
"344",""" Manual""","""1st Owner""",""" Petrol""","46150","645000","","722599",""" Ahmedabad""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","774000"
"345",""" Manual""","""1st Owner""",""" Petrol""","67349","","772000.0","615599",""" Ahmedabad""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","772000"
"346",""" Manual""","""1st Owner""",""" Petrol""","12863","428000","","362499",""" Ahmedabad""",""" 2020 Maruti Alto VXI Manual""","2","513600"
"347",""" Manual""","""1st Owner""",""" Petrol""","86885","","772000.0","639499",""" Ahmedabad""",""" 2019 Maruti Baleno DELTA 1.2 K12 Manual""","3","772000"
"348",""" Manual""","""1st Owner""",""" Petrol""","43186","311000","","328899",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"349",""" Manual""","""1st Owner""",""" Petrol""","4907","350000","","399099",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","420000"
"350",""" Manual""","""1st Owner""",""" Petrol""","76932","","755000.0","576299",""" Ahmedabad""",""" 2017 Maruti Baleno ZETA 1.2 K12 Manual""","5","755000"
"351",""" Manual""","""1st Owner""",""" Petrol""","46727","","772000.0","627299",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","772000"
"352",""" Manual""","""1st Owner""",""" Petrol""","20993","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"353",""" Manual""","""1st Owner""",""" Petrol""","56232","311000","","303499",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"354",""" Manual""","""2nd Owner""",""" Petrol""","26624","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"355",""" Manual""","""1st Owner""",""" Petrol""","7228","350000","","391199",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","420000"
"356",""" Manual""","""1st Owner""",""" Petrol""","28716","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"357",""" Manual""","""1st Owner""",""" Petrol""","13829","428000","","411299",""" Ahmedabad""",""" 2020 Maruti Alto VXI Manual""","2","513600"
"358",""" Manual""","""1st Owner""",""" Petrol""","25290","311000","","326699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"359",""" Manual""","""1st Owner""",""" Petrol""","85654","311000","","308099",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"360",""" Manual""","""1st Owner""",""" Petrol""","37762","345000","","352899",""" Ahmedabad""",""" 2019 Maruti Alto 800 LXI Manual""","3","414000"
"361",""" Manual""","""1st Owner""",""" Petrol + CNG""","19549","503000","","553099",""" Ahmedabad""",""" 2021 Maruti Alto LXI CNG (O) Manual""","1","603600"
"362",""" Manual""","""1st Owner""",""" Petrol""","66113","311000","","310699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"363",""" Manual""","""1st Owner""",""" Petrol""","27379","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"364",""" Manual""","""1st Owner""",""" Petrol""","17986","428000","","416499",""" Ahmedabad""",""" 2020 Maruti Alto VXI Manual""","2","513600"
"365",""" Manual""","""1st Owner""",""" Petrol""","43426","311000","","310599",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"366",""" Manual""","""1st Owner""",""" Petrol""","32779","428000","","402399",""" Ahmedabad""",""" 2020 Maruti Alto VXI Manual""","2","513600"
"367",""" Manual""","""1st Owner""",""" Petrol""","21449","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"368",""" Manual""","""2nd Owner""",""" Petrol""","27035","311000","","308599",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"369",""" Manual""","""1st Owner""",""" Petrol""","8556","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"370",""" Manual""","""1st Owner""",""" Petrol""","32152","350000","","381299",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"371",""" Manual""","""1st Owner""",""" Petrol""","19538","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"372",""" Manual""","""1st Owner""",""" Petrol""","38743","350000","","349999",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"373",""" Manual""","""1st Owner""",""" Petrol""","32856","428000","","401999",""" Ahmedabad""",""" 2020 Maruti Alto VXI Manual""","2","513600"
"374",""" Manual""","""1st Owner""",""" Petrol""","21712","350000","","388699",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"375",""" Manual""","""1st Owner""",""" Petrol + CNG""","78986","345000","","352899",""" Ahmedabad""",""" 2019 Maruti Alto 800 LXI Manual""","3","414000"
"376",""" Manual""","""1st Owner""",""" Petrol""","20662","350000","","348999",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"377",""" Manual""","""2nd Owner""",""" Petrol""","22118","345000","","323599",""" Ahmedabad""",""" 2019 Maruti Alto 800 LXI Manual""","3","414000"
"378",""" Manual""","""1st Owner""",""" Petrol""","18274","345000","","335699",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"379",""" Manual""","""2nd Owner""",""" Petrol""","12815","345000","","342599",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"380",""" Manual""","""1st Owner""",""" Petrol""","20100","350000","","388499",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"381",""" Manual""","""1st Owner""",""" Petrol""","21785","408000","","393299",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","489600"
"382",""" Manual""","""1st Owner""",""" Petrol""","32224","345000","","339599",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"383",""" Manual""","""1st Owner""",""" Petrol""","16045","345000","","344599",""" Ahmedabad""",""" 2019 Maruti Alto 800 LXI Manual""","3","414000"
"384",""" Manual""","""1st Owner""",""" Petrol""","21900","408000","","379499",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","489600"
"385",""" Manual""","""1st Owner""",""" Petrol""","59384","345000","","335999",""" Ahmedabad""",""" 2019 Maruti Alto 800 LXI Manual""","3","414000"
"386",""" Manual""","""2nd Owner""",""" Petrol""","15024","345000","","316899",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"387",""" Manual""","""1st Owner""",""" Petrol""","16523","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"388",""" Manual""","""1st Owner""",""" Petrol""","97455","311000","","303199",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"389",""" Manual""","""1st Owner""",""" Petrol""","98876","","772000.0","530699",""" Ahmedabad""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","772000"
"390",""" Manual""","""1st Owner""",""" Petrol""","17735","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"391",""" Manual""","""2nd Owner""",""" Petrol""","61084","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"392",""" Manual""","""1st Owner""",""" Petrol""","21722","345000","","339599",""" Ahmedabad""",""" 2019 Maruti Alto 800 LXI Manual""","3","414000"
"393",""" Manual""","""1st Owner""",""" Petrol""","20088","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"394",""" Manual""","""1st Owner""",""" Petrol""","43043","350000","","359099",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"395",""" Manual""","""1st Owner""",""" Petrol""","27391","408000","","391299",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","489600"
"396",""" Manual""","""1st Owner""",""" Petrol""","30051","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"397",""" Manual""","""1st Owner""",""" Petrol""","31787","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"398",""" Manual""","""1st Owner""",""" Petrol""","12651","599000","","694799",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"399",""" Manual""","""1st Owner""",""" Petrol""","42126","326000","","310299",""" Ahmedabad""",""" 2018 Maruti Alto 800 VXI Manual""","4","391200"
"400",""" Manual""","""1st Owner""",""" Petrol""","27160","","772000.0","648799",""" Ahmedabad""",""" 2019 Maruti Baleno DELTA 1.2 K12 Manual""","3","772000"
"401",""" Manual""","""1st Owner""",""" Petrol""","28638","313000","","298199",""" Bengaluru""",""" 2014 Datsun Go T Manual""","8","375600"
"402",""" Automatic""","""1st Owner""",""" Petrol""","18967","999000","","1023199",""" Bengaluru""",""" 2019 Renault Duster RXS (O) CVT Automatic""","3","1198800"
"403",""" Automatic""","""1st Owner""",""" Petrol""","3156","618000","","769099",""" Bengaluru""",""" 2021 Maruti New  Wagon-R ZXI 1.2L AGS Automatic""","1","741600"
"404",""" Manual""","""1st Owner""",""" Petrol""","11819","491000","","522199",""" Bengaluru""",""" 2019 Maruti Celerio ZXI Manual""","3","589200"
"405",""" Manual""","""1st Owner""",""" Petrol""","38633","672000","","603499",""" Bengaluru""",""" 2016 Hyundai Elite i20 SPORTZ 1.2 Manual""","6","806400"
"406",""" Automatic""","""2nd Owner""",""" Petrol""","31859","1025000","","872299",""" Bengaluru""",""" 2017 Renault Duster RXS CVT 106 PS Automatic""","5","1230000"
"407",""" Manual""","""1st Owner""",""" Petrol""","9755","","697000.0","614799",""" Bengaluru""",""" 2016 Maruti Swift VXI OPT Manual""","6","697000"
"408",""" Manual""","""2nd Owner""",""" Petrol""","57210","747000","","371199",""" Bengaluru""",""" 2010 Hyundai i20 ASTA 1.2 Manual""","12","896400"
"409",""" Manual""","""1st Owner""",""" Diesel""","35242","1169000","","1198599",""" Bengaluru""",""" 2018 Mahindra Scorpio S5 2WD Manual""","4","1402800"
"410",""" Manual""","""1st Owner""",""" Petrol""","17302","707000","","729099",""" Bengaluru""",""" 2019 Hyundai Elite i20 MAGNA+ VTVT Manual""","3","848400"
"411",""" Manual""","""1st Owner""",""" Diesel""","71705","1349000","","923999",""" Bengaluru""",""" 2017 Renault Duster RXZ 85 PS DIESEL Manual""","5","1618800"
"412",""" Manual""","""1st Owner""",""" Petrol""","38468","","605000.0","522999",""" Bengaluru""",""" 2015 Maruti Swift VXI Manual""","7","605000"
"413",""" Automatic""","""1st Owner""",""" Petrol""","4834","825000","","950599",""" Bengaluru""",""" 2019 Hyundai Elite i20 1.2 SPORTS PLUS VTVT CVT Automatic""","3","990000"
"414",""" Manual""","""1st Owner""",""" Petrol""","33425","639000","","742799",""" Bengaluru""",""" 2019 Ford FREESTYLE TITANIUM 1.2 TI-VCT MT Manual""","3","766800"
"415",""" Manual""","""1st Owner""",""" Petrol""","51781","","605000.0","493499",""" Bengaluru""",""" 2014 Maruti Swift VXI Manual""","8","605000"
"416",""" Manual""","""1st Owner""",""" Petrol""","31258","490000","","591599",""" Bengaluru""",""" 2014 Maruti Swift ZXI Manual""","8","588000"
"417",""" Manual""","""2nd Owner""",""" Petrol""","59213","836000","","472599",""" Bengaluru""",""" 2013 Hyundai i20 ASTA 1.2 Manual""","9","1003200"
"418",""" Automatic""","""1st Owner""",""" Petrol""","13134","","1592000.0","1450899",""" Bengaluru""",""" 2019 Hyundai Creta 1.6 VTVT SX AUTO Automatic""","3","1592000"
"419",""" Manual""","""2nd Owner""",""" Petrol""","11086","499000","","535899",""" Bengaluru""",""" 2017 Tata Tiago XZ 1.2 REVOTRON Manual""","5","598800"
"420",""" Manual""","""1st Owner""",""" Petrol""","14417","1000000","","1195899",""" Bengaluru""",""" 2020 Honda City V MT PETROL Manual""","2","1200000"
"421",""" Manual""","""2nd Owner""",""" Petrol""","39971","1405000","","537599",""" Bengaluru""",""" 2012 Hyundai Verna FLUIDIC 1.6 SX VTVT Manual""","10","1686000"
"422",""" Manual""","""2nd Owner""",""" Petrol""","8102","","1102000.0","922299",""" Bengaluru""",""" 2020 Tata NEXON XZ 1.2 Manual""","2","1102000"
"423",""" Manual""","""1st Owner""",""" Petrol""","41599","327000","","348799",""" Bengaluru""",""" 2016 Renault Kwid RXL Manual""","6","392400"
"424",""" Automatic""","""1st Owner""",""" Petrol""","6005","","705865.0","826499",""" Bengaluru""",""" 2021 Maruti IGNIS ZETA 1.2 K12 AMT Automatic""","1","705865"
"425",""" Manual""","""1st Owner""",""" Petrol""","33689","420000","","449699",""" Bengaluru""",""" 2015 Maruti Celerio VXI Manual""","7","504000"
"426",""" Manual""","""1st Owner""",""" Petrol""","36689","640000","","675099",""" Bengaluru""",""" 2017 Maruti Swift ZXI Manual""","5","768000"
"427",""" Manual""","""2nd Owner""",""" Petrol""","47686","","766000.0","491999",""" Bengaluru""",""" 2013 Honda Amaze 1.2 VXMT I VTEC Manual""","9","766000"
"428",""" Manual""","""2nd Owner""",""" Petrol""","27780","506000","","562999",""" Bengaluru""",""" 2018 Tata Tiago XZ 1.2 REVOTRON Manual""","4","607200"
"429",""" Automatic""","""2nd Owner""",""" Petrol""","50515","230000","","241199",""" Bengaluru""",""" 2015 Tata Nano TWIST XTA Automatic""","7","276000"
"430",""" Manual""","""2nd Owner""",""" Petrol""","92484","370000","","274199",""" Bengaluru""",""" 2016 Datsun Redi Go T (O) Manual""","6","444000"
"431",""" Manual""","""2nd Owner""",""" Petrol""","55334","415000","","275999",""" Bengaluru""",""" 2012 Maruti Alto K10 VXI Manual""","10","498000"
"432",""" Manual""","""1st Owner""",""" Petrol""","4257","1565000","","1989199",""" Bengaluru""",""" 2021 KIA SELTOS GTX 1.4 GDI PETROL Manual""","1","1878000"
"433",""" Manual""","""1st Owner""",""" Petrol""","57997","899000","","619499",""" Bengaluru""",""" 2014 Honda City S MT PETROL Manual""","8","1078800"
"434",""" Manual""","""2nd Owner""",""" Petrol""","38954","420000","","459999",""" Bengaluru""",""" 2016 Maruti Celerio VXI Manual""","6","504000"
"435",""" Manual""","""1st Owner""",""" Petrol""","36398","552000","","597099",""" Bengaluru""",""" 2019 Hyundai NEW SANTRO ASTA 1.1 MT Manual""","3","662400"
"436",""" Manual""","""2nd Owner""",""" Petrol""","56391","","530000.0","434599",""" Bengaluru""",""" 2012 Maruti Swift VXI Manual""","10","530000"
"437",""" Manual""","""1st Owner""",""" Petrol""","55090","","697000.0","611999",""" Bengaluru""",""" 2017 Maruti Swift VXI OPT Manual""","5","697000"
"438",""" Manual""","""1st Owner""",""" Petrol""","20246","","706000.0","640899",""" Bengaluru""",""" 2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","3","706000"
"439",""" Manual""","""1st Owner""",""" Petrol""","14065","998000","","1065599",""" Bengaluru""",""" 2020 Maruti Vitara Brezza ZXI + Manual""","2","1197600"
"440",""" Manual""","""1st Owner""",""" Petrol""","49885","415000","","299399",""" Bengaluru""",""" 2012 Maruti Alto K10 VXI Manual""","10","498000"
"441",""" Manual""","""2nd Owner""",""" Petrol""","29114","1037000","","863799",""" Bengaluru""",""" 2017 Honda City V MT PETROL Manual""","5","1244400"
"442",""" Manual""","""1st Owner""",""" Petrol""","40368","899000","","772899",""" Bengaluru""",""" 2016 Honda City V MT PETROL Manual""","6","1078800"
"443",""" Manual""","""2nd Owner""",""" Diesel""","57767","","1577000.0","1134199",""" Bengaluru""",""" 2017 Hyundai Creta 1.6 SX CRDI Manual""","5","1577000"
"444",""" Manual""","""1st Owner""",""" Petrol""","42422","480000","","482599",""" Bengaluru""",""" 2018 Maruti Celerio ZXI Manual""","4","576000"
"445",""" Manual""","""1st Owner""",""" Petrol""","40792","955000","","1075199",""" Bengaluru""",""" 2019 Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) Manual""","3","1146000"
"446",""" Manual""","""2nd Owner""",""" Petrol""","71077","1037000","","851899",""" Bengaluru""",""" 2017 Honda City V MT PETROL Manual""","5","1244400"
"447",""" Automatic""","""2nd Owner""",""" Petrol""","48138","733000","","635699",""" Bengaluru""",""" 2016 Honda Jazz 1.2 S AT Automatic""","6","879600"
"448",""" Manual""","""2nd Owner""",""" Petrol""","49527","672000","","599799",""" Bengaluru""",""" 2016 Hyundai Elite i20 SPORTZ 1.2 Manual""","6","806400"
"449",""" Manual""","""1st Owner""",""" Petrol""","36498","1170000","","823899",""" Bengaluru""",""" 2018 Toyota YARIS V MT Manual""","4","1404000"
"450",""" Automatic""","""1st Owner""",""" Petrol""","17854","","1479000.0","1253599",""" Bengaluru""",""" 2020 Maruti XL6 ZETA AT SHVS Automatic""","2","1479000"
"451",""" Automatic""","""1st Owner""",""" Petrol""","44911","460000","","454799",""" Bengaluru""",""" 2017 Renault Kwid CLIMBER 1.0 AT Automatic""","5","552000"
"452",""" Automatic""","""1st Owner""",""" Petrol""","2466","517000","","571499",""" Bengaluru""",""" 2018 Maruti Wagon R 1.0 VXI AMT Automatic""","4","620400"
"453",""" Manual""","""1st Owner""",""" Petrol""","54944","527000","","375899",""" Bengaluru""",""" 2012 Ford Figo 1.2 TITANIUM DURATEC Manual""","10","632400"
"454",""" Manual""","""2nd Owner""",""" Petrol""","46687","730000","","701199",""" Bengaluru""",""" 2016 Hyundai Elite i20 ASTA 1.2 Manual""","6","876000"
"455",""" Manual""","""3rd Owner""",""" Petrol""","62549","731000","","510599",""" Bengaluru""",""" 2015 Maruti Ciaz VXI Manual""","7","877200"
"456",""" Manual""","""2nd Owner""",""" Petrol""","18681","","706000.0","609199",""" Bengaluru""",""" 2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","3","706000"
"457",""" Manual""","""2nd Owner""",""" Petrol""","40600","1037000","","855399",""" Bengaluru""",""" 2017 Honda City V MT PETROL Manual""","5","1244400"
"458",""" Manual""","""1st Owner""",""" Petrol""","27423","385000","","322899",""" Bengaluru""",""" 2010 Maruti Wagon R 1.0 VXI Manual""","12","462000"
"459",""" Manual""","""1st Owner""",""" Petrol""","43234","","772000.0","625599",""" Bengaluru""",""" 2016 Maruti Baleno DELTA 1.2 K12 Manual""","6","772000"
"460",""" Manual""","""2nd Owner""",""" Petrol""","59278","783000","","697999",""" Bengaluru""",""" 2017 Hyundai Elite i20 ASTA 1.2 (O) Manual""","5","939600"
"461",""" Manual""","""2nd Owner""",""" Petrol""","38596","","617000.0","482499",""" Bengaluru""",""" 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","8","617000"
"462",""" Automatic""","""1st Owner""",""" Petrol""","22316","","2380000.0","1689399",""" Bengaluru""",""" 2017 Jeep Compass LIMITED 1.4 AT Automatic""","5","2380000"
"463",""" Manual""","""1st Owner""",""" Petrol""","11005","477000","","536399",""" Bengaluru""",""" 2019 Hyundai NEW SANTRO 1.1 MAGNA MT Manual""","3","572400"
"464",""" Manual""","""1st Owner""",""" Petrol""","38180","","617000.0","481299",""" Bengaluru""",""" 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","8","617000"
"465",""" Manual""","""1st Owner""",""" Petrol""","66941","639000","","629499",""" Bengaluru""",""" 2018 Ford FREESTYLE TITANIUM 1.2 TI-VCT MT Manual""","4","766800"
"466",""" Automatic""","""1st Owner""",""" Petrol""","60090","841000","","748499",""" Bengaluru""",""" 2017 Maruti Dzire ZXI Plus AMT Automatic""","5","1009200"
"467",""" Manual""","""1st Owner""",""" Petrol""","36475","","617000.0","493499",""" Bengaluru""",""" 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","8","617000"
"468",""" Manual""","""1st Owner""",""" Petrol""","27858","","680000.0","596999",""" Bengaluru""",""" 2017 Hyundai Grand i10 ASTA 1.2 VTVT Manual""","5","680000"
"469",""" Manual""","""1st Owner""",""" Petrol""","95138","","572000.0","435899",""" Bengaluru""",""" 2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual""","7","572000"
"470",""" Manual""","""2nd Owner""",""" Petrol""","28310","1037000","","917199",""" Bengaluru""",""" 2017 Honda City V MT PETROL Manual""","5","1244400"
"471",""" Manual""","""1st Owner""",""" Petrol""","20067","548000","","522999",""" Bengaluru""",""" 2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","7","657600"
"472",""" Manual""","""1st Owner""",""" Petrol""","48877","","617000.0","493499",""" Bengaluru""",""" 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","8","617000"
"473",""" Manual""","""1st Owner""",""" Petrol""","47677","","772000.0","653299",""" Bengaluru""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","772000"
"474",""" Manual""","""1st Owner""",""" Petrol""","46011","","772000.0","625599",""" Bengaluru""",""" 2016 Maruti Baleno DELTA 1.2 K12 Manual""","6","772000"
"475",""" Manual""","""1st Owner""",""" Petrol""","79432","394000","","379699",""" Bengaluru""",""" 2019 Maruti Alto K10 VXI Manual""","3","472800"
"476",""" Manual""","""1st Owner""",""" Diesel""","26225","1588000","","1917599",""" Bengaluru""",""" 2019 MG HECTOR SHARP 2.0 DIESEL Manual""","3","1905600"
"477",""" Manual""","""2nd Owner""",""" Petrol""","18241","399000","","381299",""" Bengaluru""",""" 2017 Hyundai Eon MAGNA PLUS Manual""","5","478800"
"478",""" Manual""","""1st Owner""",""" Petrol""","5306","","530000.0","490799",""" Bengaluru""",""" 2020 Maruti S PRESSO VXI PLUS Manual""","2","530000"
"479",""" Manual""","""1st Owner""",""" Petrol""","40710","548000","","516099",""" Bengaluru""",""" 2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","7","657600"
"480",""" Manual""","""1st Owner""",""" Diesel""","30076","1588000","","1917599",""" Bengaluru""",""" 2019 MG HECTOR SHARP 2.0 DIESEL Manual""","3","1905600"
"481",""" Manual""","""1st Owner""",""" Petrol""","32442","326000","","348099",""" Bengaluru""",""" 2017 Maruti Alto 800 VXI Manual""","5","391200"
"482",""" Manual""","""1st Owner""",""" Petrol""","37215","394000","","360599",""" Bengaluru""",""" 2016 Maruti Alto K10 VXI Manual""","6","472800"
"483",""" Manual""","""1st Owner""",""" Petrol""","77365","660000","","451499",""" Bengaluru""",""" 2015 Tata Zest XMS RT Manual""","7","792000"
"484",""" Manual""","""3rd Owner""",""" Petrol""","44059","385000","","362899",""" Bengaluru""",""" 2014 Maruti Wagon R 1.0 VXI Manual""","8","462000"
"485",""" Automatic""","""2nd Owner""",""" Petrol""","62360","","755000.0","674999",""" Bengaluru""",""" 2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic""","5","755000"
"486",""" Manual""","""1st Owner""",""" Petrol""","39493","","612000.0","520999",""" Bengaluru""",""" 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","6","612000"
"487",""" Manual""","""1st Owner""",""" Petrol""","66021","415000","","345099",""" Bengaluru""",""" 2014 Maruti Alto K10 VXI Manual""","8","498000"
"488",""" Manual""","""1st Owner""",""" Petrol""","14769","365000","","432599",""" Bengaluru""",""" 2018 Maruti Eeco 5 STR WITH AC PLUSHTR Manual""","4","438000"
"489",""" Manual""","""1st Owner""",""" Petrol""","31304","350000","","422699",""" Bengaluru""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"490",""" Automatic""","""1st Owner""",""" Petrol""","14345","439000","","439000",""" Bengaluru""",""" 2019 Maruti Alto K10 VXI AMT Automatic""","3","526800"
"491",""" Manual""","""1st Owner""",""" Petrol""","73271","385000","","402699",""" Bengaluru""",""" 2014 Maruti Wagon R 1.0 VXI Manual""","8","462000"
"492",""" Automatic""","""2nd Owner""",""" Petrol""","34184","439000","","425000",""" Bengaluru""",""" 2018 Maruti Alto K10 VXI (O) AMT Automatic""","4","526800"
"493",""" Manual""","""1st Owner""",""" Petrol""","31842","365000","","413799",""" Bengaluru""",""" 2018 Maruti Eeco 5 STR WITH AC PLUSHTR Manual""","4","438000"
"494",""" Automatic""","""1st Owner""",""" Petrol""","26962","386000","","408299",""" Bengaluru""",""" 2018 Datsun Redi Go 1.0 S AT Automatic""","4","463200"
"495",""" Automatic""","""1st Owner""",""" Petrol""","21562","439000","","425000",""" Bengaluru""",""" 2018 Maruti Alto K10 VXI (O) AMT Automatic""","4","526800"
"496",""" Automatic""","""1st Owner""",""" Petrol""","11427","","584000.0","373299",""" Bengaluru""",""" 2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2 Automatic""","10","584000"
"497",""" Manual""","""1st Owner""",""" Petrol""","4696","585000","","664699",""" Bengaluru""",""" 2019 Tata Tiago XZ+ 1.2 Revotron Manual""","3","702000"
"498",""" Manual""","""1st Owner""",""" Petrol""","17573","","445000.0","410299",""" Bengaluru""",""" 2012 Hyundai i10 ERA 1.1 IRDE Manual""","10","445000"
"499",""" Manual""","""1st Owner""",""" Petrol""","4031","1017000","","1210099",""" Bengaluru""",""" 2021 Renault Duster RXZ Manual""","1","1220400"
"500",""" Automatic""","""1st Owner""",""" Diesel""","23734","1407000","","1472699",""" Bengaluru""",""" 2020 Mahindra XUV 3OO W8 (O) DIESEL  AT Automatic""","2","1688400"
"501",""" Manual""","""1st Owner""",""" Petrol""","33238","582000","","516099",""" Bengaluru""",""" 2017 Ford New Figo 1.2 TITANIUM Manual""","5","698400"
"502",""" Manual""","""1st Owner""",""" Petrol""","31909","327000","","352499",""" Bengaluru""",""" 2016 Renault Kwid RXL Manual""","6","392400"
